audio_start_timestamp,audio time,x,y,audio,tagId
1719457578.471,0:00:01,10438.877904885496,6184.683142671755,0,RED
1719457578.471,0:00:01,9858.266530574318,5088.911156475228,1,GREEN
1719457578.471,0:00:01,10400.539053731569,5604.505723678955,1,BLUE
1719457578.471,0:00:02,9854.77104566511,5090.076318111631,1,GREEN
1719457578.471,0:00:02,10457.925207534943,5750.377624314635,1,BLUE
1719457578.471,0:00:02,10440.353375210345,6182.469937184486,0,RED
1719457578.471,0:00:03,9851.2755607559,5091.241479748033,1,GREEN
1719457578.471,0:00:03,10441.828845535189,6180.256731697218,0,RED
1719457578.471,0:00:03,10515.31136133832,5896.2495249503145,1,BLUE
1719457578.471,0:00:04,9845.390153401686,5099.941662516289,0,GREEN
1719457578.471,0:00:04,10510.406667571213,5854.743641050828,0,BLUE
1719457578.471,0:00:04,10436.442422783452,6182.937576528747,0,RED
1719457578.471,0:00:05,10503.74000032656,5820.1981835103625,0,BLUE
1719457578.471,0:00:05,9835.046752728176,5122.6971439980125,0,GREEN
1719457578.471,0:00:05,10394.018182811264,6205.361817656903,0,RED
1719457578.471,0:00:05,10930.639342472805,6582.065577116059,1,YELLOW
1719457578.471,0:00:06,9824.703352054668,5145.452625479735,1,GREEN
1719457578.471,0:00:06,10493.136182514656,5769.826439567421,0,BLUE
1719457578.471,0:00:06,10964.57440465828,6522.620312663208,1,YELLOW
1719457578.471,0:00:06,10337.460114510654,6238.747335308107,0,RED
1719457578.471,0:00:07,11012.204731513426,6452.483292102633,1,YELLOW
1719457578.471,0:00:07,10488.658807450696,5731.393900584407,0,BLUE
1719457578.471,0:00:07,10258.643948927363,6293.976356772297,0,RED
1719457578.471,0:00:07,9818.083448176612,5116.514604550049,1,GREEN
1719457578.471,0:00:08,9824.395481093548,5108.802259453227,1,GREEN
1719457578.471,0:00:08,11092.589059029158,6366.566620264775,1,YELLOW
1719457578.471,0:00:08,10484.73839679426,5656.983126267961,0,BLUE
1719457578.471,0:00:08,10160.949227258008,6364.416076813167,0,RED
1719457578.471,0:00:09,11109.694473432924,6364.659526294251,1,YELLOW
1719457578.471,0:00:09,10103.49253717044,6405.791044878258,0,RED
1719457578.471,0:00:09,10480.21370983691,5605.854839347634,1,BLUE
1719457578.471,0:00:09,9825.478330266198,5117.272872374777,0,GREEN
1719457578.471,0:00:10,11129.42389924597,6366.350619935369,0,YELLOW
1719457578.471,0:00:10,10476.18145191416,5589.725807656642,1,BLUE
1719457578.471,0:00:10,10063.30884264621,6434.493683824136,1,RED
1719457578.471,0:00:10,9829.892455706717,5126.502407386767,1,GREEN
1719457578.471,0:00:11,9975.65750203574,6496.965608365836,0,RED
1719457578.471,0:00:11,9828.6,5137.8,1,GREEN
1719457578.471,0:00:11,11157.588235762854,6376.88235316617,0,YELLOW
1719457578.471,0:00:11,10476.23236543531,5610.76763456469,1,BLUE
1719457578.471,0:00:12,9921.525702118215,6534.33479850479,0,RED
1719457578.471,0:00:12,10472.662807804949,5624.366133657942,0,BLUE
1719457578.471,0:00:12,11180.807406871048,6366.97037110296,0,YELLOW
1719457578.471,0:00:12,9811.58501460228,5158.619596289327,1,GREEN
1719457578.471,0:00:13,9915.083477467162,6530.099131686397,0,RED
1719457578.471,0:00:13,9798.03037830352,5183.231525864157,1,GREEN
1719457578.471,0:00:13,11207.847085783498,6331.136180341845,1,YELLOW
1719457578.471,0:00:13,10469.770387582596,5623.757085231271,0,BLUE
1719457578.471,0:00:14,9930.155942068566,6506.331014430337,0,RED
1719457578.471,0:00:14,11196.883439181733,6348.4472012920005,1,YELLOW
1719457578.471,0:00:14,10467.058988830828,5617.946631417334,0,BLUE
1719457578.471,0:00:14,9785.304598904311,5207.862066636815,0,GREEN
1719457578.471,0:00:15,10468.44295298577,5650.7718119430765,0,BLUE
1719457578.471,0:00:15,9779.765192928056,5226.1187834988,0,GREEN
1719457578.471,0:00:15,11214.141882791091,6393.312415817592,1,YELLOW
1719457578.471,0:00:15,9939.4891598719,6496.4891598719005,0,RED
1719457578.471,0:00:16,11218.519196637862,6434.191966378617,1,YELLOW
1719457578.471,0:00:16,9782.734514543656,5232.349407394645,0,GREEN
1719457578.471,0:00:16,9936.292521047846,6488.61218428232,0,RED
1719457578.471,0:00:16,10469.705244101657,5648.768535390066,0,BLUE
1719457578.471,0:00:17,9936.895657359426,6479.565139608602,0,RED
1719457578.471,0:00:17,10470.91078949596,5641.535263024242,1,BLUE
1719457578.471,0:00:17,11220.29119891868,6451.9119891868095,1,YELLOW
1719457578.471,0:00:17,9785.205333324287,5237.120643660693,0,GREEN
1719457578.471,0:00:18,9787.67615210492,5241.89187992674,0,GREEN
1719457578.471,0:00:18,10470.47326511144,5637.839590668638,1,BLUE
1719457578.471,0:00:18,9922.998871682625,6470.999435841312,0,RED
1719457578.471,0:00:18,11218.292419155146,6461.166064675882,1,YELLOW
1719457578.471,0:00:19,9790.146970885551,5246.663116192788,0,GREEN
1719457578.471,0:00:19,11213.779783696462,6464.776173042831,0,YELLOW
1719457578.471,0:00:19,9906.896887766,6462.608173510794,0,RED
1719457578.471,0:00:19,10469.87411016225,5634.05582621688,1,BLUE
1719457578.471,0:00:20,10469.124765813363,5628.435743600238,1,BLUE
1719457578.471,0:00:20,9792.617789666185,5251.434352458836,0,GREEN
1719457578.471,0:00:20,11209.267148237775,6468.386281409779,1,YELLOW
1719457578.471,0:00:20,9905.022122150587,6455.484064172232,0,RED
1719457578.471,0:00:21,11204.75451277909,6471.996389776728,1,YELLOW
1719457578.471,0:00:21,10468.37542146448,5622.815660983598,1,BLUE
1719457578.471,0:00:21,9795.088608446817,5256.205588724884,0,GREEN
1719457578.471,0:00:21,9903.147356535175,6448.359954833671,0,RED
1719457578.471,0:00:22,9797.559427227448,5260.976824990931,1,GREEN
1719457578.471,0:00:22,11208.929203041913,6462.115045056893,1,YELLOW
1719457578.471,0:00:22,10468.0,5639.02965885947,1,BLUE
1719457578.471,0:00:22,9888.753912709642,6440.136557873646,1,RED
1719457578.471,0:00:23,9878.504477998593,6409.238805003516,1,RED
1719457578.471,0:00:23,9800.030246008078,5265.748061256979,1,GREEN
1719457578.471,0:00:23,10466.0,5623.69501470889,1,BLUE
1719457578.471,0:00:23,11236.15112556955,6405.668809367474,1,YELLOW
1719457578.471,0:00:24,9802.50106478871,5270.519297523027,1,GREEN
1719457578.471,0:00:24,11254.909090667112,6362.354067507811,1,YELLOW
1719457578.471,0:00:24,10466.811783963913,5629.74140756696,0,BLUE
1719457578.471,0:00:24,9887.784000396729,6368.99520111084,1,RED
1719457578.471,0:00:25,9804.971883569342,5275.290533789074,1,GREEN
1719457578.471,0:00:25,11340.941168715795,6186.033628638437,1,YELLOW
1719457578.471,0:00:25,10467.839905794495,5651.596231779889,1,BLUE
1719457578.471,0:00:25,9884.209480801304,6346.801053422367,0,RED
1719457578.471,0:00:26,11351.930826981152,6165.370184241992,1,YELLOW
1719457578.471,0:00:26,9873.67700488207,6345.63077832023,0,RED
1719457578.471,0:00:26,10467.251324317584,5628.05297270339,1,BLUE
1719457578.471,0:00:26,9807.442702349974,5280.061770055122,0,GREEN
1719457578.471,0:00:27,10467.0,5616.432284552432,1,BLUE
1719457578.471,0:00:27,9856.585970558748,6343.731774506528,0,RED
1719457578.471,0:00:27,9809.913521130606,5284.83300632117,1,GREEN
1719457578.471,0:00:27,11361.090650421873,6148.313961283412,1,YELLOW
1719457578.471,0:00:28,11370.25047386259,6131.257738324832,1,YELLOW
1719457578.471,0:00:28,9831.40333752804,6342.805285331291,0,RED
1719457578.471,0:00:28,9800.695474657474,5233.897120236574,0,GREEN
1719457578.471,0:00:28,10462.662049976752,5616.182825081366,0,BLUE
1719457578.471,0:00:29,9856.780084432488,6329.402489445939,1,RED
1719457578.471,0:00:29,10460.442897084851,5613.643456272767,1,BLUE
1719457578.471,0:00:29,9773.153633119136,5232.421787393253,0,GREEN
1719457578.471,0:00:29,11355.0,6087.0,1,YELLOW
1719457578.471,0:00:30,11355.0,6087.0,1,YELLOW
1719457578.471,0:00:30,10456.00224450644,5574.005611266095,1,BLUE
1719457578.471,0:00:30,9871.325441771012,6321.597634012603,1,RED
1719457578.471,0:00:30,9764.093767883096,5237.141224083738,1,GREEN
1719457578.471,0:00:31,9765.237278413182,5275.448826841596,1,GREEN
1719457578.471,0:00:31,10457.124579071422,5576.811447678556,0,BLUE
1719457578.471,0:00:31,9876.494972031767,6323.488268074127,1,RED
1719457578.471,0:00:31,11350.66826553951,6087.0,0,YELLOW
1719457578.471,0:00:32,9766.380788943266,5313.756429599454,1,GREEN
1719457578.471,0:00:32,10458.0,5578.750708197695,0,BLUE
1719457578.471,0:00:32,9879.87370823535,6326.941446617645,1,RED
1719457578.471,0:00:32,11344.462341836685,6087.0,1,YELLOW
1719457578.471,0:00:33,9767.524299473353,5352.0640323573125,1,GREEN
1719457578.471,0:00:33,10458.0,5577.617563789124,0,BLUE
1719457578.471,0:00:33,9898.243397160712,6326.367393838727,1,RED
1719457578.471,0:00:33,11338.256418133857,6087.0,1,YELLOW
1719457578.471,0:00:34,10455.42937876128,5557.077685399925,0,BLUE
1719457578.471,0:00:34,9764.855990049957,5370.358007462533,1,GREEN
1719457578.471,0:00:34,11333.0,6087.0,1,YELLOW
